Position: [0.0, 0.0, 99.997275], Rotation: [1.5, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, 0.1635], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 116.73992113770244], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.24942591249006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 116.46637237249428], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.41292591249006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 116.1900986072861], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.57642591249006], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 115.91109984207793], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.739925912490058], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 115.62937607686976], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.903425912490057], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 115.34492731166159], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.066925912490056], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 115.05775354645343], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.230425912490055], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 114.76785478124526], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.393925912490054], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 114.4752310160371], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.557425912490054], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 114.17988225082894], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.720925912490053], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 113.88180848562077], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.88442591249005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 113.5810097204126], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.04792591249005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 113.27748595520443], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.16749444349005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.268694
Position: [0.0, 0.0, 112.97196938114625], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.28169526949005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.301524
Position: [0.0, 0.0, 112.66454945998808], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.39049340149005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.334568
Position: [0.0, 0.0, 112.35531623662992], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.493855648990053], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.367815
Position: [0.0, 0.0, 112.04436030914675], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.657355648990052], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 111.73067938166359], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.82085564899005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 111.41427345418042], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.98435564899005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 111.09514252669724], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.14785564899005], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 110.77328659921407], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.311355648990048], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 110.4487056717309], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.474855648990047], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 110.12139974424774], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.638355648990046], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 109.79136881676457], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.801855648990045], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 109.45861288928141], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.965355648990045], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 109.12313196179825], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.128855648990044], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 108.78492603431508], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.292355648990043], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 108.4439951068319], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.455855648990042], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 108.10033917934874], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.61935564899004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 107.75395825186557], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.78285564899004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 107.4048523243824], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.94635564899004], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 107.05302139689924], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.109855648990038], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 106.69846546941608], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.273355648990037], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 106.3411845419329], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.436855648990036], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 105.98117861444973], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.600355648990035], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 105.61844768696656], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.763855648990035], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 105.2529917594834], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.927355648990034], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 104.88481083200023], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.090855648990033], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 104.51390490451706], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.254355648990032], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 104.1402739770339], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.41785564899003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 103.76391804955074], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.58135564899003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 103.38483712206757], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.74485564899003], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 103.0030311945844], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.908355648990028], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 102.61850026710123], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.071855648990027], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 102.23124433961806], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.235355648990026], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 101.8412634121349], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.398855648990025], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 101.44855748465173], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.562355648990025], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 101.05312655716857], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.725855648990024], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 100.6549706296854], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.889355648990023], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 100.25408970220222], Rotation: [614.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -24.052855648990022], Thrust Rotation: (0.0, 0.0), Thrust Magnitude: 0.0
Position: [0.0, 0.0, 99.85048377471905], Rotation: [615.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.889355648990023], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 99.44960284723588], Rotation: [617.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.725855648990024], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 99.0514469197527], Rotation: [618.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.562355648990025], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 98.65601599226954], Rotation: [620.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.398855648990025], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 98.26331006478638], Rotation: [621.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.235355648990026], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 97.87332913730322], Rotation: [623.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -23.071855648990027], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 97.48607320982005], Rotation: [624.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.908355648990028], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 97.10154228233688], Rotation: [626.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.74485564899003], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 96.71973635485371], Rotation: [627.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.58135564899003], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 96.34065542737054], Rotation: [629.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.41785564899003], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 95.96429949988737], Rotation: [630.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.254355648990032], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 95.59066857240421], Rotation: [632.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -22.090855648990033], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 95.21976264492105], Rotation: [633.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.927355648990034], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 94.85158171743788], Rotation: [635.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.763855648990035], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 94.48612578995471], Rotation: [636.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.600355648990035], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 94.12339486247154], Rotation: [638.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.436855648990036], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 93.76338893498837], Rotation: [639.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.273355648990037], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 93.4061080075052], Rotation: [641.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -21.109855648990038], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 93.05155208002203], Rotation: [642.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.94635564899004], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 92.69972115253887], Rotation: [644.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.78285564899004], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 92.3506152250557], Rotation: [645.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.61935564899004], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 92.00423429757254], Rotation: [647.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.455855648990042], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 91.66057837008937], Rotation: [648.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.292355648990043], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 91.3196474426062], Rotation: [650.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -20.128855648990044], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 90.98144151512302], Rotation: [651.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.965355648990045], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 90.64596058763986], Rotation: [653.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.801855648990045], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 90.3132046601567], Rotation: [654.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.638355648990046], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 89.98317373267354], Rotation: [656.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.474855648990047], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 89.65586780519037], Rotation: [657.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.311355648990048], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 89.3312868777072], Rotation: [659.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -19.14785564899005], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 89.00943095022403], Rotation: [660.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.98435564899005], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 88.69030002274086], Rotation: [662.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.82085564899005], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 88.37389409525768], Rotation: [663.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.657355648990052], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 88.06021316777452], Rotation: [665.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.493855648990053], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 87.74925724029136], Rotation: [666.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.330355648990054], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 87.44102631280819], Rotation: [668.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.166855648990055], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 87.13552038532502], Rotation: [669.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -18.003355648990055], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 86.83273945784185], Rotation: [671.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.839855648990056], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 86.53268353035868], Rotation: [672.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.676355648990057], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 86.23535260287551], Rotation: [674.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.512855648990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 85.94074667539235], Rotation: [675.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.34935564899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 85.64886574790918], Rotation: [677.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.18585564899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 85.35970982042602], Rotation: [678.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -17.02235564899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 85.07327889294285], Rotation: [680.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.858855648990062], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 84.78957296545968], Rotation: [681.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.695355648990063], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 84.50859203797651], Rotation: [683.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.531855648990064], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 84.23033611049334], Rotation: [684.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.368355648990065], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 83.95480518301017], Rotation: [686.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.204855648990065], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 83.681999255527], Rotation: [687.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -16.041355648990066], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 83.41191832804384], Rotation: [689.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.877855648990066], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 83.14456240056067], Rotation: [690.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.714355648990065], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 82.8799314730775], Rotation: [692.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.550855648990064], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 82.61802554559434], Rotation: [693.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.387355648990063], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 82.35884461811116], Rotation: [695.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.223855648990062], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 82.10238869062799], Rotation: [696.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -15.060355648990061], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 81.84865776314483], Rotation: [698.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.89685564899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 81.59765183566167], Rotation: [699.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.73335564899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 81.3493709081785], Rotation: [701.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.569855648990059], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 2.0
Position: [0.0, 0.0, 81.10381498069533], Rotation: [702.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.526390808990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.26584
Position: [0.0, 0.0, 80.85898346721217], Rotation: [704.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.484016513990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.25917
Position: [0.0, 0.0, 80.614858191979], Rotation: [705.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.442731128990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.25251
Position: [0.0, 0.0, 80.37142100649582], Rotation: [707.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.402531383990057], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.24587
Position: [0.0, 0.0, 80.12865381676265], Rotation: [708.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.363414008990057], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.23925
Position: [0.0, 0.0, 79.88653858327949], Rotation: [710.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.325377368990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.23264
Position: [0.0, 0.0, 79.64505729379633], Rotation: [711.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.288418193990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.22605
Position: [0.0, 0.0, 79.40419199056316], Rotation: [713.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.252534848990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.21947
Position: [0.0, 0.0, 79.16392474307999], Rotation: [714.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.217722428990058], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.21292
Position: [0.0, 0.0, 78.92423770259683], Rotation: [716.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.183980933990059], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.20637
Position: [0.0, 0.0, 78.68511302036366], Rotation: [717.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.15130709399006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.19984
Position: [0.0, 0.0, 78.44653290213049], Rotation: [719.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.11538777899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.21969
Position: [0.0, 0.0, 78.20855143914731], Rotation: [720.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -14.08061459899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.21268
Position: [0.0, 0.0, 77.97114952916415], Rotation: [722.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.98551482399006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58165
Position: [0.0, 0.0, 77.73533261543098], Rotation: [723.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.89000302899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58417
Position: [0.0, 0.0, 77.50110756494782], Rotation: [725.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.79408411899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58666
Position: [0.0, 0.0, 77.26848116296465], Rotation: [726.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.69775809399006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.58915
Position: [0.0, 0.0, 77.03746019473148], Rotation: [728.0547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.60102985899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.59161
Position: [0.0, 0.0, 76.80805136374832], Rotation: [729.5547533333332, 0.0, 3.9579745431651654], Velocity: [0.0, 0.0, -13.50390104899006], Thrust Rotation: (90.0, 0.0), Thrust Magnitude: 1.59406
